date,region,product,revenue,orders
2026-08-03,West,Enterprise,10295.21,3
2026-08-03,West,Team,4498.54,15
2026-08-03,West,Starter,1784.19,20
2026-08-03,Central,Enterprise,7665.67,3
2026-08-03,Central,Team,2718.58,12
2026-08-03,Central,Starter,1240.84,20
2026-08-04,East,Enterprise,18085.42,4
2026-08-04,East,Team,5480.26,15
2026-08-04,East,Starter,2442.59,26
2026-08-04,West,Enterprise,10832.43,3
2026-08-04,West,Team,4583.33,13
2026-08-04,West,Starter,1879.54,23
2026-08-04,Central,Enterprise,9250.08,3
2026-08-04,Central,Team,3259.48,12
2026-08-04,Central,Starter,1174.87,17
2026-08-05,East,Enterprise,23196.47,5
2026-08-05,East,Team,6610.12,16
2026-08-05,East,Starter,2916.31,29
2026-08-05,West,Enterprise,11077.33,3
2026-08-05,West,Team,5923.3,17
2026-08-05,West,Starter,2732.45,28
2026-08-05,Central,Enterprise,8921.82,3
2026-08-05,Central,Team,3012.96,12
2026-08-05,Central,Starter,1644.05,20
2026-08-06,East,Enterprise,14214.91,4
2026-08-06,East,Team,5935.96,17
2026-08-06,East,Starter,2126.03,22
2026-08-06,West,Enterprise,9336.38,3
2026-08-06,West,Team,3961.18,13
2026-08-06,West,Starter,1729.92,21
2026-08-06,Central,Enterprise,7375.87,3
2026-08-06,Central,Team,2612.27,12
2026-08-06,Central,Starter,1208.13,18
2026-08-07,East,Enterprise,21063.33,5
2026-08-07,East,Team,5891.75,16
2026-08-07,East,Starter,3312.15,29
2026-08-07,West,Enterprise,9819.95,3
2026-08-07,West,Team,4994.07,16
2026-08-07,West,Starter,2415.98,26
2026-08-07,Central,Enterprise,9106.56,3
2026-08-07,Central,Team,2576.39,11
2026-08-07,Central,Starter,1540.47,20
2026-08-08,East,Enterprise,9179.37,3
2026-08-08,East,Team,2944.33,11
2026-08-08,East,Starter,1539.27,20
2026-08-08,West,Enterprise,5318.4,2
2026-08-08,West,Team,2147.46,10
2026-08-08,West,Starter,888.2,15
2026-08-08,Central,Enterprise,4381.47,2
2026-08-08,Central,Team,1573.84,8
2026-08-08,Central,Starter,670.79,14
2026-08-09,East,Enterprise,8167.82,3
2026-08-09,East,Team,2996.77,11
2026-08-09,East,Starter,1472.28,21
2026-08-09,West,Enterprise,4913.54,2
2026-08-09,West,Team,2587.36,11
2026-08-09,West,Starter,1171.43,19
2026-08-09,Central,Enterprise,4034.33,2
2026-08-09,Central,Team,1557.34,8
2026-08-09,Central,Starter,749.1,14
2026-08-10,East,Enterprise,14192.29,4
2026-08-10,East,Team,5865.42,16
2026-08-10,East,Starter,2428.28,26
2026-08-10,West,Enterprise,10432.28,3
2026-08-10,West,Team,3972.97,13
2026-08-10,West,Starter,1923.27,22
2026-08-10,Central,Enterprise,7345.53,3
2026-08-10,Central,Team,2790.11,12
2026-08-10,Central,Starter,1351.18,21
2026-08-11,East,Enterprise,22826.1,5
2026-08-11,East,Team,5740.16,15
2026-08-11,East,Starter,2998.48,27
2026-08-11,West,Enterprise,15893.27,4
2026-08-11,West,Team,4300.71,13
2026-08-11,West,Starter,2147.86,26
2026-08-11,Central,Enterprise,9231.19,3
2026-08-11,Central,Team,2783.16,11
2026-08-11,Central,Starter,1487.98,20
2026-08-12,East,Enterprise,24553.77,5
2026-08-12,East,Team,7167.74,17
2026-08-12,East,Starter,3512.92,31
2026-08-12,West,Enterprise,16142.76,4
2026-08-12,West,Team,4499.34,14
2026-08-12,West,Starter,2742.41,28
2026-08-12,Central,Enterprise,9520.35,3
2026-08-12,Central,Team,3183.46,12
2026-08-12,Central,Starter,1809.14,21
2026-08-13,East,Enterprise,16855.54,4
2026-08-13,East,Team,5114.73,16
2026-08-13,East,Starter,2793.11,29
2026-08-13,West,Enterprise,13381.47,4
2026-08-13,West,Team,3739.28,12
2026-08-13,West,Starter,2037.78,25
2026-08-13,Central,Enterprise,7411.64,3
2026-08-13,Central,Team,2852.95,11
2026-08-13,Central,Starter,1410.32,20
2026-08-14,East,Enterprise,21612.53,5
2026-08-14,East,Team,6742.43,18
2026-08-14,East,Starter,2471.92,25
2026-08-14,West,Enterprise,11611.18,3
2026-08-14,West,Team,4272.65,13
2026-08-14,West,Starter,2231.07,23
2026-08-14,Central,Enterprise,8975.67,3
2026-08-14,Central,Team,2502.0,10
2026-08-14,Central,Starter,1679.96,22
2026-08-15,East,Enterprise,9247.92,3
2026-08-15,East,Team,3092.03,13
2026-08-15,East,Starter,1654.64,22
2026-08-15,West,Enterprise,7905.75,3
2026-08-15,West,Team,2431.91,10
2026-08-15,West,Starter,1176.63,18
2026-08-15,Central,Enterprise,4449.32,2
2026-08-15,Central,Team,1565.9,8
2026-08-15,Central,Starter,564.58,12
2026-08-16,East,Enterprise,8197.81,3
2026-08-16,East,Team,2983.86,11
2026-08-16,East,Starter,1513.98,19
2026-08-16,West,Enterprise,8169.66,3
2026-08-16,West,Team,2092.64,9
2026-08-16,West,Starter,1001.33,17
2026-08-16,Central,Enterprise,4102.49,2
2026-08-16,Central,Team,1352.93,8
2026-08-16,Central,Starter,711.25,15
2026-08-17,East,Enterprise,16332.54,4
2026-08-17,East,Team,5942.72,16
2026-08-17,East,Starter,2811.34,27
2026-08-17,West,Enterprise,9274.11,3
2026-08-17,West,Team,4296.71,14
2026-08-17,West,Starter,2149.24,24
2026-08-17,Central,Enterprise,8388.07,3
2026-08-17,Central,Team,2727.6,11
2026-08-17,Central,Starter,1261.76,17
2026-08-18,East,Enterprise,17946.86,4
2026-08-18,East,Team,6492.29,18
2026-08-18,East,Starter,2410.49,25
2026-08-18,West,Enterprise,14663.27,4
2026-08-18,West,Team,4340.09,13
2026-08-18,West,Starter,2206.85,23
2026-08-18,Central,Enterprise,9462.59,3
2026-08-18,Central,Team,3148.51,13
2026-08-18,Central,Starter,1414.64,19
2026-08-19,East,Enterprise,18071.1,4
2026-08-19,East,Team,6526.44,17
2026-08-19,East,Starter,2941.27,27
2026-08-19,West,Enterprise,16185.14,4
2026-08-19,West,Team,5658.64,15
2026-08-19,West,Starter,2291.11,24
2026-08-19,Central,Enterprise,9136.5,3
2026-08-19,Central,Team,3936.08,14
2026-08-19,Central,Starter,1660.7,21
2026-08-20,East,Enterprise,14206.75,4
2026-08-20,East,Team,6288.6,18
2026-08-20,East,Starter,2776.82,30
2026-08-20,West,Enterprise,9321.33,3
2026-08-20,West,Team,4573.41,14
2026-08-20,West,Starter,2036.35,24
2026-08-20,Central,Enterprise,8762.52,3
2026-08-20,Central,Team,2874.78,11
2026-08-20,Central,Starter,1365.78,19
2026-08-21,East,Enterprise,16645.42,4
2026-08-21,East,Team,6024.03,17
2026-08-21,East,Starter,2815.64,29
2026-08-21,West,Enterprise,15548.86,4
2026-08-21,West,Team,5043.89,14
2026-08-21,West,Starter,2216.83,26
2026-08-21,Central,Enterprise,8672.73,3
2026-08-21,Central,Team,3303.19,13
2026-08-21,Central,Starter,1707.31,22
2026-08-22,East,Enterprise,8873.17,3
2026-08-22,East,Team,2862.78,12
2026-08-22,East,Starter,1284.19,18
2026-08-22,West,Enterprise,7635.5,3
2026-08-22,West,Team,2517.98,11
2026-08-22,West,Starter,1050.12,16
2026-08-22,Central,Enterprise,4510.65,2
2026-08-22,Central,Team,1577.07,9
2026-08-22,Central,Starter,711.31,13
2026-08-23,East,Enterprise,9238.9,3
2026-08-23,East,Team,3073.06,11
2026-08-23,East,Starter,1453.02,19
2026-08-23,West,Enterprise,7840.98,3
2026-08-23,West,Team,2626.77,11
2026-08-23,West,Starter,1047.27,18
2026-08-23,Central,Enterprise,4497.21,2
2026-08-23,Central,Team,1736.07,9
2026-08-23,Central,Starter,751.65,14
2026-08-24,East,Enterprise,14746.86,4
2026-08-24,East,Team,5747.65,16
2026-08-24,East,Starter,2659.86,29
2026-08-24,West,Enterprise,12441.88,4
2026-08-24,West,Team,4500.24,16
2026-08-24,West,Starter,1652.06,20
2026-08-24,Central,Enterprise,5700.42,2
2026-08-24,Central,Team,2832.22,11
2026-08-24,Central,Starter,1548.92,21
2026-08-25,East,Enterprise,19472.42,5
2026-08-25,East,Team,5357.75,15
2026-08-25,East,Starter,2974.46,27
2026-08-25,West,Enterprise,14292.69,4
2026-08-25,West,Team,4642.25,13
2026-08-25,West,Starter,2161.96,24
2026-08-25,Central,Enterprise,9300.98,3
2026-08-25,Central,Team,3289.53,12
2026-08-25,Central,Starter,1393.2,20
2026-08-26,East,Enterprise,18574.48,4
2026-08-26,East,Team,7592.51,17
2026-08-26,East,Starter,3187.53,29
2026-08-26,West,Enterprise,16620.82,4
2026-08-26,West,Team,5161.14,15
2026-08-26,West,Starter,3170.54,30
2026-08-26,Central,Enterprise,8855.27,3
2026-08-26,Central,Team,3601.19,13
2026-08-26,Central,Starter,2037.95,24
2026-08-27,East,Enterprise,21018.61,5
2026-08-27,East,Team,5058.71,15
2026-08-27,East,Starter,2688.4,28
2026-08-27,West,Enterprise,9833.0,3
2026-08-27,West,Team,4032.24,14
2026-08-27,West,Starter,2152.74,23
2026-08-27,Central,Enterprise,7669.31,3
2026-08-27,Central,Team,2741.95,11
2026-08-27,Central,Starter,1211.26,17
2026-08-28,East,Enterprise,17612.46,4
2026-08-28,East,Team,5614.13,15
2026-08-28,East,Starter,2956.93,30
2026-08-28,West,Enterprise,13429.04,4
2026-08-28,West,Team,5394.35,15
2026-08-28,West,Starter,2430.11,24
2026-08-28,Central,Enterprise,8902.07,3
2026-08-28,Central,Team,3184.98,11
2026-08-28,Central,Starter,1457.19,19
2026-08-29,East,Enterprise,8204.6,3
2026-08-29,East,Team,3200.48,12
2026-08-29,East,Starter,1700.85,21
2026-08-29,West,Enterprise,7267.51,3
2026-08-29,West,Team,2584.4,12
2026-08-29,West,Starter,1353.04,19
2026-08-29,Central,Enterprise,4141.57,2
2026-08-29,Central,Team,1811.42,9
2026-08-29,Central,Starter,891.55,16
2026-08-30,East,Enterprise,9071.82,3
2026-08-30,East,Team,3198.88,11
2026-08-30,East,Starter,1555.73,19
2026-08-30,West,Enterprise,7773.27,3
2026-08-30,West,Team,2961.49,12
2026-08-30,West,Starter,1034.82,17
2026-08-30,Central,Enterprise,3870.62,2
2026-08-30,Central,Team,1404.19,8
2026-08-30,Central,Starter,706.42,13
2026-08-31,East,Enterprise,16148.08,4
2026-08-31,East,Team,5628.17,17
2026-08-31,East,Starter,3117.0,29
2026-08-31,West,Enterprise,13896.34,4
2026-08-31,West,Team,3819.46,12
2026-08-31,West,Starter,1687.64,21
2026-08-31,Central,Enterprise,7893.53,3
2026-08-31,Central,Team,2332.65,10
2026-08-31,Central,Starter,1511.2,20
2026-09-01,East,Enterprise,17997.03,4
2026-09-01,East,Team,5919.53,15
2026-09-01,East,Starter,2947.54,30
2026-09-01,West,Enterprise,10802.16,3
2026-09-01,West,Team,4996.44,15
2026-09-01,West,Starter,2728.55,28
2026-09-01,Central,Enterprise,8301.24,3
2026-09-01,Central,Team,3320.52,13
2026-09-01,Central,Starter,1484.72,21
2026-09-02,East,Enterprise,17244.02,4
2026-09-02,East,Team,8409.38,20
2026-09-02,East,Starter,3508.45,30
2026-09-02,West,Enterprise,16233.3,4
2026-09-02,West,Team,5744.11,17
2026-09-02,West,Starter,2645.83,25
2026-09-02,Central,Enterprise,11811.99,4
2026-09-02,Central,Team,3875.51,13
2026-09-02,Central,Starter,1550.32,19
2026-09-03,East,Enterprise,12109.97,3
2026-09-03,East,Team,5769.52,16
2026-09-03,East,Starter,2316.66,24
2026-09-03,West,Enterprise,9630.4,3
2026-09-03,West,Team,4084.68,13
2026-09-03,West,Starter,1742.11,20
2026-09-03,Central,Enterprise,8267.08,3
2026-09-03,Central,Team,2696.29,11
2026-09-03,Central,Starter,1104.27,16
2026-09-04,East,Enterprise,22585.58,5
2026-09-04,East,Team,6947.63,17
2026-09-04,East,Starter,3403.6,31
2026-09-04,West,Enterprise,10929.32,3
2026-09-04,West,Team,4774.3,13
2026-09-04,West,Starter,2405.14,28
2026-09-04,Central,Enterprise,8178.92,3
2026-09-04,Central,Team,3381.15,12
2026-09-04,Central,Starter,1812.68,22
2026-09-05,East,Enterprise,8876.36,3
2026-09-05,East,Team,3653.7,14
2026-09-05,East,Starter,1788.2,22
2026-09-05,West,Enterprise,8130.15,3
2026-09-05,West,Team,2576.49,11
2026-09-05,West,Starter,1140.7,18
2026-09-05,Central,Enterprise,4214.37,2
2026-09-05,Central,Team,1555.14,8
2026-09-05,Central,Starter,612.27,13
2026-09-06,East,Enterprise,8667.45,3
2026-09-06,East,Team,3509.79,13
2026-09-06,East,Starter,1602.63,20
2026-09-06,West,Enterprise,5074.66,2
2026-09-06,West,Team,2530.57,10
2026-09-06,West,Starter,1147.21,19
2026-09-06,Central,Enterprise,4120.95,2
2026-09-06,Central,Team,1804.03,9
2026-09-06,Central,Starter,591.36,12
2026-09-07,East,Enterprise,14577.26,4
2026-09-07,East,Team,6320.47,17
2026-09-07,East,Starter,2422.25,23
2026-09-07,West,Enterprise,9927.91,3
2026-09-07,West,Team,4332.46,13
2026-09-07,West,Starter,1748.86,20
2026-09-07,Central,Enterprise,8917.76,3
2026-09-07,Central,Team,2874.38,12
2026-09-07,Central,Starter,1373.93,19
2026-09-08,East,Enterprise,16696.23,4
2026-09-08,East,Team,6379.59,16
2026-09-08,East,Starter,2816.75,27
2026-09-08,West,Enterprise,12355.48,3
2026-09-08,West,Team,6181.3,17
2026-09-08,West,Starter,2420.88,26
2026-09-08,Central,Enterprise,9927.5,3
2026-09-08,Central,Team,3891.6,14
2026-09-08,Central,Starter,1602.67,22
2026-09-09,East,Enterprise,21732.01,5
2026-09-09,East,Team,7859.49,18
2026-09-09,East,Starter,3875.72,31
2026-09-09,West,Enterprise,16933.54,4
2026-09-09,West,Team,7042.87,18
2026-09-09,West,Starter,3111.44,28
2026-09-09,Central,Enterprise,9041.24,3
2026-09-09,Central,Team,3262.7,12
2026-09-09,Central,Starter,2027.62,23
2026-09-10,East,Enterprise,14823.65,4
2026-09-10,East,Team,5719.57,17
2026-09-10,East,Starter,2609.33,25
2026-09-10,West,Enterprise,15082.68,4
2026-09-10,West,Team,4266.46,13
2026-09-10,West,Starter,2218.62,25
2026-09-10,Central,Enterprise,9042.62,3
2026-09-10,Central,Team,2995.28,11
2026-09-10,Central,Starter,1220.88,16
2026-09-11,East,Enterprise,20146.02,5
2026-09-11,East,Team,7724.0,20
2026-09-11,East,Starter,3006.62,27
2026-09-11,West,Enterprise,12327.12,3
2026-09-11,West,Team,5337.47,15
2026-09-11,West,Starter,2291.74,24
2026-09-11,Central,Enterprise,8671.47,3
2026-09-11,Central,Team,3235.82,12
2026-09-11,Central,Starter,1497.34,18
2026-09-12,East,Enterprise,9719.95,3
2026-09-12,East,Team,3677.82,14
2026-09-12,East,Starter,1535.89,20
2026-09-12,West,Enterprise,4902.61,2
2026-09-12,West,Team,2548.9,10
2026-09-12,West,Starter,1167.59,18
2026-09-12,Central,Enterprise,4077.37,2
2026-09-12,Central,Team,1600.86,8
2026-09-12,Central,Starter,761.52,14
2026-09-13,East,Enterprise,8670.87,3
2026-09-13,East,Team,3837.77,13
2026-09-13,East,Starter,1591.81,21
2026-09-13,West,Enterprise,5594.67,2
2026-09-13,West,Team,2451.46,10
2026-09-13,West,Starter,1287.79,18
2026-09-13,Central,Enterprise,4346.27,2
2026-09-13,Central,Team,1192.29,7
2026-09-13,Central,Starter,920.54,16
2026-09-14,East,Enterprise,17079.52,4
2026-09-14,East,Team,6162.93,16
2026-09-14,East,Starter,2639.69,25
2026-09-14,West,Enterprise,10591.63,3
2026-09-14,West,Team,4491.96,14
2026-09-14,West,Starter,2255.43,25
2026-09-14,Central,Enterprise,8443.04,3
2026-09-14,Central,Team,2533.63,10
2026-09-14,Central,Starter,1135.12,16
2026-09-15,East,Enterprise,19217.2,4
2026-09-15,East,Team,6213.56,15
2026-09-15,East,Starter,3606.88,31
2026-09-15,West,Enterprise,14055.01,4
2026-09-15,West,Team,4097.25,13
2026-09-15,West,Starter,2204.35,23
2026-09-15,Central,Enterprise,8726.45,3
2026-09-15,Central,Team,3171.55,12
2026-09-15,Central,Starter,1545.22,20
2026-09-16,East,Enterprise,22288.83,5
2026-09-16,East,Team,8967.98,20
2026-09-16,East,Starter,4169.76,33
2026-09-16,West,Enterprise,15071.02,4
2026-09-16,West,Team,5894.27,16
2026-09-16,West,Starter,2219.29,24
2026-09-16,Central,Enterprise,9842.55,3
2026-09-16,Central,Team,4006.94,13
2026-09-16,Central,Starter,1933.71,22
2026-09-17,East,Enterprise,16375.71,4
2026-09-17,East,Team,4773.73,14
2026-09-17,East,Starter,3289.91,30
2026-09-17,West,Enterprise,12875.86,4
2026-09-17,West,Team,4097.4,12
2026-09-17,West,Starter,2330.23,26
2026-09-17,Central,Enterprise,6149.71,2
2026-09-17,Central,Team,3024.63,11
2026-09-17,Central,Starter,1413.07,19
